,TimeT,Date,Time,Battery Current,Battery Power In,Battery Power Out,Battery Voltage,Humidity (Sensor),Irradiance,Panel Current,Temperature,USB Hub Current,Powerbanks Distributed,Income,lightbulbs,energy Cost Production,Revenue
664,2019-01-23 06:00:00+00:00,2019-01-23,06:00:00,0.069,0.936,0.13,13.675,59.623,"1,141.93",0.423,26.466,0.01,16,0.96,192,0.192,0.768
665,2019-01-23 07:00:00+00:00,2019-01-23,07:00:00,0.162,2.205,0.161,13.665,53.495,943.109,0.428,26.383,0.012,16,0.96,192,0.192,0.768
666,2019-01-23 08:00:00+00:00,2019-01-23,08:00:00,0.167,2.283,0.111,13.638,50.486,762.119,0.453,26.763,0.008,15,0.8999999999999999,180,0.18,0.72
667,2019-01-23 09:00:00+00:00,2019-01-23,09:00:00,0.12,1.64,0.11,13.691,55.623,466.5,0.364,26.056,0.008,16,0.96,192,0.192,0.768
668,2019-01-23 10:00:00+00:00,2019-01-23,10:00:00,0.238,3.274,0.051,13.731,61.628,206.667,0.305,24.111,0.004,16,0.96,192,0.192,0.768
669,2019-01-23 11:00:00+00:00,2019-01-23,11:00:00,0.101,1.381,3.693,13.367,71.141,96.339,0.403,20.702,0.283,13,0.78,156,0.15600000000000003,0.6240000000000001
670,2019-01-23 12:00:00+00:00,2019-01-23,12:00:00,0.101,1.381,3.868,13.03,82.38,90,0.439,18.667,0.299,13,0.78,156,0.15600000000000003,0.6240000000000001
671,2019-01-23 13:00:00+00:00,2019-01-23,13:00:00,0.101,1.381,3.867,12.981,88.998,90.417,0.437,17.586,0.3,17,1.02,204,0.20400000000000001,0.8160000000000001
672,2019-01-23 14:00:00+00:00,2019-01-23,14:00:00,0.101,1.381,3.854,12.955,95.455,90,0.435,16.853,0.3,13,0.78,156,0.15600000000000003,0.6240000000000001
673,2019-01-23 15:00:00+00:00,2019-01-23,15:00:00,0.101,1.381,3.841,12.933,97.64,106,0.435,16.405,0.299,15,0.8999999999999999,180,0.18,0.72
674,2019-01-23 16:00:00+00:00,2019-01-23,16:00:00,0.001,0.008,3.821,12.906,97.7,110,0.432,15.91,0.299,18,1.08,216,0.21600000000000003,0.8640000000000001
675,2019-01-23 17:00:00+00:00,2019-01-23,17:00:00,0.001,0.008,3.792,12.885,97.7,110.294,0.432,15.568,0.297,14,0.84,168,0.168,0.672
676,2019-01-23 18:00:00+00:00,2019-01-23,18:00:00,0.001,0.008,3.809,12.865,97.7,110,0.426,15.262,0.299,16,0.96,192,0.192,0.768
677,2019-01-23 19:00:00+00:00,2019-01-23,19:00:00,0.001,0.008,3.756,12.844,97.7,137.333,0.424,14.842,0.295,17,1.02,204,0.20400000000000001,0.8160000000000001
678,2019-01-23 20:00:00+00:00,2019-01-23,20:00:00,0.001,0.008,3.748,12.824,97.7,110,0.437,14.514,0.295,15,0.8999999999999999,180,0.18,0.72
679,2019-01-23 21:00:00+00:00,2019-01-23,21:00:00,0.001,0.008,3.674,12.801,97.7,118,0.442,14.314,0.289,16,0.96,192,0.192,0.768
680,2019-01-23 22:00:00+00:00,2019-01-23,22:00:00,0.001,0.008,0.008,12.783,97.7,140,0.435,14.017,0.001,17,1.02,204,0.20400000000000001,0.8160000000000001
681,2019-01-23 23:00:00+00:00,2019-01-23,23:00:00,0.001,0.008,1.132,12.77,97.7,134.75,0.435,13.712,0.087,13,0.78,156,0.15600000000000003,0.6240000000000001
682,2019-01-24 00:00:00+00:00,2019-01-24,00:00:00,0.029,0.38,1.861,12.77,97.7,152.917,0.42,13.553,0.147,15,0.8999999999999999,180,0.18,0.72
683,2019-01-24 01:00:00+00:00,2019-01-24,01:00:00,0.83,11.437,0.114,13.561,97.7,305.417,0.222,14.961,0.008,13,0.78,156,0.15600000000000003,0.6240000000000001
684,2019-01-24 02:00:00+00:00,2019-01-24,02:00:00,0.904,13.195,0.631,14.588,94.98,575.667,0.265,18.385,0.043,15,0.8999999999999999,180,0.18,0.72
685,2019-01-24 03:00:00+00:00,2019-01-24,03:00:00,0.593,8.63,0.351,14.524,81.735,763.667,0.462,21.22,0.024,14,0.84,168,0.168,0.672
686,2019-01-24 04:00:00+00:00,2019-01-24,04:00:00,0.333,4.574,0.268,13.729,72.723,999.636,0.427,23.424,0.019,13,0.78,156,0.15600000000000003,0.6240000000000001
687,2019-01-24 05:00:00+00:00,2019-01-24,05:00:00,0.142,1.953,0.15,13.707,64.78,"1,143.22",0.409,25.349,0.011,17,1.02,204,0.20400000000000001,0.8160000000000001
688,2019-01-24 06:00:00+00:00,2019-01-24,06:00:00,0.069,0.936,0.13,13.675,59.623,"1,141.93",0.423,26.466,0.01,13,0.78,156,0.15600000000000003,0.6240000000000001
689,2019-01-24 07:00:00+00:00,2019-01-24,07:00:00,0.162,2.205,0.161,13.665,53.495,943.109,0.428,26.383,0.012,15,0.8999999999999999,180,0.18,0.72
690,2019-01-24 08:00:00+00:00,2019-01-24,08:00:00,0.167,2.283,0.111,13.638,50.486,762.119,0.453,26.763,0.008,13,0.78,156,0.15600000000000003,0.6240000000000001
691,2019-01-24 09:00:00+00:00,2019-01-24,09:00:00,0.12,1.64,0.11,13.691,55.623,466.5,0.364,26.056,0.008,13,0.78,156,0.15600000000000003,0.6240000000000001
692,2019-01-24 10:00:00+00:00,2019-01-24,10:00:00,0.238,3.274,0.051,13.731,61.628,206.667,0.305,24.111,0.004,13,0.78,156,0.15600000000000003,0.6240000000000001
693,2019-01-24 11:00:00+00:00,2019-01-24,11:00:00,0.101,1.381,3.693,13.367,71.141,96.339,0.403,20.702,0.283,15,0.8999999999999999,180,0.18,0.72
694,2019-01-24 12:00:00+00:00,2019-01-24,12:00:00,0.101,1.381,3.868,13.03,82.38,90,0.439,18.667,0.299,18,1.08,216,0.21600000000000003,0.8640000000000001
695,2019-01-24 13:00:00+00:00,2019-01-24,13:00:00,0.101,1.381,3.867,12.981,88.998,90.417,0.437,17.586,0.3,16,0.96,192,0.192,0.768
696,2019-01-24 14:00:00+00:00,2019-01-24,14:00:00,0.101,1.381,3.854,12.955,95.455,90,0.435,16.853,0.3,17,1.02,204,0.20400000000000001,0.8160000000000001
697,2019-01-24 15:00:00+00:00,2019-01-24,15:00:00,0.101,1.381,3.841,12.933,97.64,106,0.435,16.405,0.299,18,1.08,216,0.21600000000000003,0.8640000000000001
698,2019-01-24 16:00:00+00:00,2019-01-24,16:00:00,0.001,0.008,3.821,12.906,97.7,110,0.432,15.91,0.299,16,0.96,192,0.192,0.768
699,2019-01-24 17:00:00+00:00,2019-01-24,17:00:00,0.001,0.008,3.792,12.885,97.7,110.294,0.432,15.568,0.297,14,0.84,168,0.168,0.672
700,2019-01-24 18:00:00+00:00,2019-01-24,18:00:00,0.001,0.008,3.809,12.865,97.7,110,0.426,15.262,0.299,14,0.84,168,0.168,0.672
701,2019-01-24 19:00:00+00:00,2019-01-24,19:00:00,0.001,0.008,3.756,12.844,97.7,137.333,0.424,14.842,0.295,15,0.8999999999999999,180,0.18,0.72
702,2019-01-24 20:00:00+00:00,2019-01-24,20:00:00,0.001,0.008,3.748,12.824,97.7,110,0.437,14.514,0.295,13,0.78,156,0.15600000000000003,0.6240000000000001
703,2019-01-24 21:00:00+00:00,2019-01-24,21:00:00,0.001,0.008,3.674,12.801,97.7,118,0.442,14.314,0.289,18,1.08,216,0.21600000000000003,0.8640000000000001
704,2019-01-24 22:00:00+00:00,2019-01-24,22:00:00,0.001,0.008,0.008,12.783,97.7,140,0.435,14.017,0.001,14,0.84,168,0.168,0.672
705,2019-01-24 23:00:00+00:00,2019-01-24,23:00:00,0.001,0.008,1.132,12.77,97.7,134.75,0.435,13.712,0.087,13,0.78,156,0.15600000000000003,0.6240000000000001
706,2019-01-25 00:00:00+00:00,2019-01-25,00:00:00,0.029,0.38,1.861,12.77,97.7,152.917,0.42,13.553,0.147,14,0.84,168,0.168,0.672
707,2019-01-25 01:00:00+00:00,2019-01-25,01:00:00,0.83,11.437,0.114,13.561,97.7,305.417,0.222,14.961,0.008,14,0.84,168,0.168,0.672
708,2019-01-25 02:00:00+00:00,2019-01-25,02:00:00,0.904,13.195,0.631,14.588,94.98,575.667,0.265,18.385,0.043,14,0.84,168,0.168,0.672
709,2019-01-25 03:00:00+00:00,2019-01-25,03:00:00,0.593,8.63,0.351,14.524,81.735,763.667,0.462,21.22,0.024,18,1.08,216,0.21600000000000003,0.8640000000000001
710,2019-01-25 04:00:00+00:00,2019-01-25,04:00:00,0.333,4.574,0.268,13.729,72.723,999.636,0.427,23.424,0.019,17,1.02,204,0.20400000000000001,0.8160000000000001
711,2019-01-25 05:00:00+00:00,2019-01-25,05:00:00,0.142,1.953,0.15,13.707,64.78,"1,143.22",0.409,25.349,0.011,13,0.78,156,0.15600000000000003,0.6240000000000001
712,2019-01-25 06:00:00+00:00,2019-01-25,06:00:00,0.069,0.936,0.13,13.675,59.623,"1,141.93",0.423,26.466,0.01,13,0.78,156,0.15600000000000003,0.6240000000000001
713,2019-01-25 07:00:00+00:00,2019-01-25,07:00:00,0.162,2.205,0.161,13.665,53.495,943.109,0.428,26.383,0.012,13,0.78,156,0.15600000000000003,0.6240000000000001
714,2019-01-25 08:00:00+00:00,2019-01-25,08:00:00,0.167,2.283,0.111,13.638,50.486,762.119,0.453,26.763,0.008,13,0.78,156,0.15600000000000003,0.6240000000000001
715,2019-01-25 09:00:00+00:00,2019-01-25,09:00:00,0.12,1.64,0.11,13.691,55.623,466.5,0.364,26.056,0.008,14,0.84,168,0.168,0.672
716,2019-01-25 10:00:00+00:00,2019-01-25,10:00:00,0.238,3.274,0.051,13.731,61.628,206.667,0.305,24.111,0.004,15,0.8999999999999999,180,0.18,0.72
717,2019-01-25 11:00:00+00:00,2019-01-25,11:00:00,0.101,1.381,3.693,13.367,71.141,96.339,0.403,20.702,0.283,15,0.8999999999999999,180,0.18,0.72
718,2019-01-25 12:00:00+00:00,2019-01-25,12:00:00,0.101,1.381,3.868,13.03,82.38,90,0.439,18.667,0.299,17,1.02,204,0.20400000000000001,0.8160000000000001
719,2019-01-25 13:00:00+00:00,2019-01-25,13:00:00,0.101,1.381,3.867,12.981,88.998,90.417,0.437,17.586,0.3,17,1.02,204,0.20400000000000001,0.8160000000000001
720,2019-01-25 14:00:00+00:00,2019-01-25,14:00:00,0.101,1.381,3.854,12.955,95.455,90,0.435,16.853,0.3,17,1.02,204,0.20400000000000001,0.8160000000000001
721,2019-01-25 15:00:00+00:00,2019-01-25,15:00:00,0.101,1.381,3.841,12.933,97.64,106,0.435,16.405,0.299,17,1.02,204,0.20400000000000001,0.8160000000000001
722,2019-01-25 16:00:00+00:00,2019-01-25,16:00:00,0.001,0.008,3.821,12.906,97.7,110,0.432,15.91,0.299,18,1.08,216,0.21600000000000003,0.8640000000000001
723,2019-01-25 17:00:00+00:00,2019-01-25,17:00:00,0.001,0.008,3.792,12.885,97.7,110.294,0.432,15.568,0.297,14,0.84,168,0.168,0.672
724,2019-01-25 18:00:00+00:00,2019-01-25,18:00:00,0.001,0.008,3.809,12.865,97.7,110,0.426,15.262,0.299,14,0.84,168,0.168,0.672
725,2019-01-25 19:00:00+00:00,2019-01-25,19:00:00,0.001,0.008,3.756,12.844,97.7,137.333,0.424,14.842,0.295,15,0.8999999999999999,180,0.18,0.72
726,2019-01-25 20:00:00+00:00,2019-01-25,20:00:00,0.001,0.008,3.748,12.824,97.7,110,0.437,14.514,0.295,17,1.02,204,0.20400000000000001,0.8160000000000001
727,2019-01-25 21:00:00+00:00,2019-01-25,21:00:00,0.001,0.008,3.674,12.801,97.7,118,0.442,14.314,0.289,17,1.02,204,0.20400000000000001,0.8160000000000001
728,2019-01-25 22:00:00+00:00,2019-01-25,22:00:00,0.001,0.008,0.008,12.783,97.7,140,0.435,14.017,0.001,15,0.8999999999999999,180,0.18,0.72
729,2019-01-25 23:00:00+00:00,2019-01-25,23:00:00,0.001,0.008,1.132,12.77,97.7,134.75,0.435,13.712,0.087,14,0.84,168,0.168,0.672
730,2019-01-26 00:00:00+00:00,2019-01-26,00:00:00,0.029,0.38,1.861,12.77,97.7,152.917,0.42,13.553,0.147,14,0.84,168,0.168,0.672
731,2019-01-26 01:00:00+00:00,2019-01-26,01:00:00,0.83,11.437,0.114,13.561,97.7,305.417,0.222,14.961,0.008,17,1.02,204,0.20400000000000001,0.8160000000000001
732,2019-01-26 02:00:00+00:00,2019-01-26,02:00:00,0.904,13.195,0.631,14.588,94.98,575.667,0.265,18.385,0.043,17,1.02,204,0.20400000000000001,0.8160000000000001
733,2019-01-26 03:00:00+00:00,2019-01-26,03:00:00,0.593,8.63,0.351,14.524,81.735,763.667,0.462,21.22,0.024,14,0.84,168,0.168,0.672
734,2019-01-26 04:00:00+00:00,2019-01-26,04:00:00,0.333,4.574,0.268,13.729,72.723,999.636,0.427,23.424,0.019,17,1.02,204,0.20400000000000001,0.8160000000000001
735,2019-01-26 05:00:00+00:00,2019-01-26,05:00:00,0.142,1.953,0.15,13.707,64.78,"1,143.22",0.409,25.349,0.011,13,0.78,156,0.15600000000000003,0.6240000000000001
736,2019-01-26 06:00:00+00:00,2019-01-26,06:00:00,0.069,0.936,0.13,13.675,59.623,"1,141.93",0.423,26.466,0.01,17,1.02,204,0.20400000000000001,0.8160000000000001
737,2019-01-26 07:00:00+00:00,2019-01-26,07:00:00,0.162,2.205,0.161,13.665,53.495,943.109,0.428,26.383,0.012,17,1.02,204,0.20400000000000001,0.8160000000000001
738,2019-01-26 08:00:00+00:00,2019-01-26,08:00:00,0.167,2.283,0.111,13.638,50.486,762.119,0.453,26.763,0.008,16,0.96,192,0.192,0.768
739,2019-01-26 09:00:00+00:00,2019-01-26,09:00:00,0.12,1.64,0.11,13.691,55.623,466.5,0.364,26.056,0.008,15,0.8999999999999999,180,0.18,0.72
740,2019-01-26 10:00:00+00:00,2019-01-26,10:00:00,0.238,3.274,0.051,13.731,61.628,206.667,0.305,24.111,0.004,17,1.02,204,0.20400000000000001,0.8160000000000001
741,2019-01-26 11:00:00+00:00,2019-01-26,11:00:00,0.101,1.381,3.693,13.367,71.141,96.339,0.403,20.702,0.283,13,0.78,156,0.15600000000000003,0.6240000000000001
742,2019-01-26 12:00:00+00:00,2019-01-26,12:00:00,0.101,1.381,3.868,13.03,82.38,90,0.439,18.667,0.299,14,0.84,168,0.168,0.672
743,2019-01-26 13:00:00+00:00,2019-01-26,13:00:00,0.101,1.381,3.867,12.981,88.998,90.417,0.437,17.586,0.3,17,1.02,204,0.20400000000000001,0.8160000000000001
744,2019-01-26 14:00:00+00:00,2019-01-26,14:00:00,0.101,1.381,3.854,12.955,95.455,90,0.435,16.853,0.3,14,0.84,168,0.168,0.672
745,2019-01-26 15:00:00+00:00,2019-01-26,15:00:00,0.101,1.381,3.841,12.933,97.64,106,0.435,16.405,0.299,14,0.84,168,0.168,0.672
746,2019-01-26 16:00:00+00:00,2019-01-26,16:00:00,0.001,0.008,3.821,12.906,97.7,110,0.432,15.91,0.299,14,0.84,168,0.168,0.672
747,2019-01-26 17:00:00+00:00,2019-01-26,17:00:00,0.001,0.008,3.792,12.885,97.7,110.294,0.432,15.568,0.297,17,1.02,204,0.20400000000000001,0.8160000000000001
748,2019-01-26 18:00:00+00:00,2019-01-26,18:00:00,0.001,0.008,3.809,12.865,97.7,110,0.426,15.262,0.299,15,0.8999999999999999,180,0.18,0.72
749,2019-01-26 19:00:00+00:00,2019-01-26,19:00:00,0.001,0.008,3.756,12.844,97.7,137.333,0.424,14.842,0.295,17,1.02,204,0.20400000000000001,0.8160000000000001
750,2019-01-26 20:00:00+00:00,2019-01-26,20:00:00,0.001,0.008,3.748,12.824,97.7,110,0.437,14.514,0.295,13,0.78,156,0.15600000000000003,0.6240000000000001
751,2019-01-26 21:00:00+00:00,2019-01-26,21:00:00,0.001,0.008,3.674,12.801,97.7,118,0.442,14.314,0.289,15,0.8999999999999999,180,0.18,0.72
752,2019-01-26 22:00:00+00:00,2019-01-26,22:00:00,0.001,0.008,0.008,12.783,97.7,140,0.435,14.017,0.001,17,1.02,204,0.20400000000000001,0.8160000000000001
753,2019-01-26 23:00:00+00:00,2019-01-26,23:00:00,0.001,0.008,1.132,12.77,97.7,134.75,0.435,13.712,0.087,14,0.84,168,0.168,0.672
754,2019-01-27 00:00:00+00:00,2019-01-27,00:00:00,0.029,0.38,1.861,12.77,97.7,152.917,0.42,13.553,0.147,15,0.8999999999999999,180,0.18,0.72
755,2019-01-27 01:00:00+00:00,2019-01-27,01:00:00,0.83,11.437,0.114,13.561,97.7,305.417,0.222,14.961,0.008,14,0.84,168,0.168,0.672
756,2019-01-27 02:00:00+00:00,2019-01-27,02:00:00,0.904,13.195,0.631,14.588,94.98,575.667,0.265,18.385,0.043,17,1.02,204,0.20400000000000001,0.8160000000000001
757,2019-01-27 03:00:00+00:00,2019-01-27,03:00:00,0.593,8.63,0.351,14.524,81.735,763.667,0.462,21.22,0.024,16,0.96,192,0.192,0.768
758,2019-01-27 04:00:00+00:00,2019-01-27,04:00:00,0.333,4.574,0.268,13.729,72.723,999.636,0.427,23.424,0.019,16,0.96,192,0.192,0.768
759,2019-01-27 05:00:00+00:00,2019-01-27,05:00:00,0.142,1.953,0.15,13.707,64.78,"1,143.22",0.409,25.349,0.011,13,0.78,156,0.15600000000000003,0.6240000000000001
760,2019-01-27 06:00:00+00:00,2019-01-27,06:00:00,0.069,0.936,0.13,13.675,59.623,"1,141.93",0.423,26.466,0.01,13,0.78,156,0.15600000000000003,0.6240000000000001
761,2019-01-27 07:00:00+00:00,2019-01-27,07:00:00,0.162,2.205,0.161,13.665,53.495,943.109,0.428,26.383,0.012,14,0.84,168,0.168,0.672
762,2019-01-27 08:00:00+00:00,2019-01-27,08:00:00,0.167,2.283,0.111,13.638,50.486,762.119,0.453,26.763,0.008,13,0.78,156,0.15600000000000003,0.6240000000000001
763,2019-01-27 09:00:00+00:00,2019-01-27,09:00:00,0.12,1.64,0.11,13.691,55.623,466.5,0.364,26.056,0.008,16,0.96,192,0.192,0.768
764,2019-01-27 10:00:00+00:00,2019-01-27,10:00:00,0.238,3.274,0.051,13.731,61.628,206.667,0.305,24.111,0.004,13,0.78,156,0.15600000000000003,0.6240000000000001
765,2019-01-27 11:00:00+00:00,2019-01-27,11:00:00,0.101,1.381,3.693,13.367,71.141,96.339,0.403,20.702,0.283,17,1.02,204,0.20400000000000001,0.8160000000000001
766,2019-01-27 12:00:00+00:00,2019-01-27,12:00:00,0.101,1.381,3.868,13.03,82.38,90,0.439,18.667,0.299,17,1.02,204,0.20400000000000001,0.8160000000000001
767,2019-01-27 13:00:00+00:00,2019-01-27,13:00:00,0.101,1.381,3.867,12.981,88.998,90.417,0.437,17.586,0.3,13,0.78,156,0.15600000000000003,0.6240000000000001
768,2019-01-27 14:00:00+00:00,2019-01-27,14:00:00,0.101,1.381,3.854,12.955,95.455,90,0.435,16.853,0.3,13,0.78,156,0.15600000000000003,0.6240000000000001
769,2019-01-27 15:00:00+00:00,2019-01-27,15:00:00,0.101,1.381,3.841,12.933,97.64,106,0.435,16.405,0.299,16,0.96,192,0.192,0.768
770,2019-01-27 16:00:00+00:00,2019-01-27,16:00:00,0.001,0.008,3.821,12.906,97.7,110,0.432,15.91,0.299,18,1.08,216,0.21600000000000003,0.8640000000000001
771,2019-01-27 17:00:00+00:00,2019-01-27,17:00:00,0.001,0.008,3.792,12.885,97.7,110.294,0.432,15.568,0.297,15,0.8999999999999999,180,0.18,0.72
772,2019-01-27 18:00:00+00:00,2019-01-27,18:00:00,0.001,0.008,3.809,12.865,97.7,110,0.426,15.262,0.299,14,0.84,168,0.168,0.672
773,2019-01-27 19:00:00+00:00,2019-01-27,19:00:00,0.001,0.008,3.756,12.844,97.7,137.333,0.424,14.842,0.295,17,1.02,204,0.20400000000000001,0.8160000000000001
774,2019-01-27 20:00:00+00:00,2019-01-27,20:00:00,0.001,0.008,3.748,12.824,97.7,110,0.437,14.514,0.295,14,0.84,168,0.168,0.672
775,2019-01-27 21:00:00+00:00,2019-01-27,21:00:00,0.001,0.008,3.674,12.801,97.7,118,0.442,14.314,0.289,17,1.02,204,0.20400000000000001,0.8160000000000001
776,2019-01-27 22:00:00+00:00,2019-01-27,22:00:00,0.001,0.008,0.008,12.783,97.7,140,0.435,14.017,0.001,15,0.8999999999999999,180,0.18,0.72
777,2019-01-27 23:00:00+00:00,2019-01-27,23:00:00,0.001,0.008,1.132,12.77,97.7,134.75,0.435,13.712,0.087,17,1.02,204,0.20400000000000001,0.8160000000000001
778,2019-01-28 00:00:00+00:00,2019-01-28,00:00:00,0.029,0.38,1.861,12.77,97.7,152.917,0.42,13.553,0.147,16,0.96,192,0.192,0.768
779,2019-01-28 01:00:00+00:00,2019-01-28,01:00:00,0.83,11.437,0.114,13.561,97.7,305.417,0.222,14.961,0.008,17,1.02,204,0.20400000000000001,0.8160000000000001
780,2019-01-28 02:00:00+00:00,2019-01-28,02:00:00,0.904,13.195,0.631,14.588,94.98,575.667,0.265,18.385,0.043,13,0.78,156,0.15600000000000003,0.6240000000000001
781,2019-01-28 03:00:00+00:00,2019-01-28,03:00:00,0.593,8.63,0.351,14.524,81.735,763.667,0.462,21.22,0.024,17,1.02,204,0.20400000000000001,0.8160000000000001
782,2019-01-28 04:00:00+00:00,2019-01-28,04:00:00,0.333,4.574,0.268,13.729,72.723,999.636,0.427,23.424,0.019,14,0.84,168,0.168,0.672
783,2019-01-28 05:00:00+00:00,2019-01-28,05:00:00,0.142,1.953,0.15,13.707,64.78,"1,143.22",0.409,25.349,0.011,17,1.02,204,0.20400000000000001,0.8160000000000001
784,2019-01-28 06:00:00+00:00,2019-01-28,06:00:00,0.069,0.936,0.13,13.675,59.623,"1,141.93",0.423,26.466,0.01,13,0.78,156,0.15600000000000003,0.6240000000000001
785,2019-01-28 07:00:00+00:00,2019-01-28,07:00:00,0.162,2.205,0.161,13.665,53.495,943.109,0.428,26.383,0.012,14,0.84,168,0.168,0.672
786,2019-01-28 08:00:00+00:00,2019-01-28,08:00:00,0.167,2.283,0.111,13.638,50.486,762.119,0.453,26.763,0.008,16,0.96,192,0.192,0.768
787,2019-01-28 09:00:00+00:00,2019-01-28,09:00:00,0.12,1.64,0.11,13.691,55.623,466.5,0.364,26.056,0.008,15,0.8999999999999999,180,0.18,0.72
788,2019-01-28 10:00:00+00:00,2019-01-28,10:00:00,0.238,3.274,0.051,13.731,61.628,206.667,0.305,24.111,0.004,17,1.02,204,0.20400000000000001,0.8160000000000001
789,2019-01-28 11:00:00+00:00,2019-01-28,11:00:00,0.101,1.381,3.693,13.367,71.141,96.339,0.403,20.702,0.283,16,0.96,192,0.192,0.768
790,2019-01-28 12:00:00+00:00,2019-01-28,12:00:00,0.101,1.381,3.868,13.03,82.38,90,0.439,18.667,0.299,13,0.78,156,0.15600000000000003,0.6240000000000001
791,2019-01-28 13:00:00+00:00,2019-01-28,13:00:00,0.101,1.381,3.867,12.981,88.998,90.417,0.437,17.586,0.3,18,1.08,216,0.21600000000000003,0.8640000000000001
792,2019-01-28 14:00:00+00:00,2019-01-28,14:00:00,0.101,1.381,3.854,12.955,95.455,90,0.435,16.853,0.3,14,0.84,168,0.168,0.672
793,2019-01-28 15:00:00+00:00,2019-01-28,15:00:00,0.101,1.381,3.841,12.933,97.64,106,0.435,16.405,0.299,18,1.08,216,0.21600000000000003,0.8640000000000001
794,2019-01-28 16:00:00+00:00,2019-01-28,16:00:00,0.001,0.008,3.821,12.906,97.7,110,0.432,15.91,0.299,17,1.02,204,0.20400000000000001,0.8160000000000001
795,2019-01-28 17:00:00+00:00,2019-01-28,17:00:00,0.001,0.008,3.792,12.885,97.7,110.294,0.432,15.568,0.297,14,0.84,168,0.168,0.672
796,2019-01-28 18:00:00+00:00,2019-01-28,18:00:00,0.001,0.008,3.809,12.865,97.7,110,0.426,15.262,0.299,14,0.84,168,0.168,0.672
797,2019-01-28 19:00:00+00:00,2019-01-28,19:00:00,0.001,0.008,3.756,12.844,97.7,137.333,0.424,14.842,0.295,13,0.78,156,0.15600000000000003,0.6240000000000001
798,2019-01-28 20:00:00+00:00,2019-01-28,20:00:00,0.001,0.008,3.748,12.824,97.7,110,0.437,14.514,0.295,18,1.08,216,0.21600000000000003,0.8640000000000001
799,2019-01-28 21:00:00+00:00,2019-01-28,21:00:00,0.001,0.008,3.674,12.801,97.7,118,0.442,14.314,0.289,14,0.84,168,0.168,0.672
800,2019-01-28 22:00:00+00:00,2019-01-28,22:00:00,0.001,0.008,0.008,12.783,97.7,140,0.435,14.017,0.001,15,0.8999999999999999,180,0.18,0.72
801,2019-01-28 23:00:00+00:00,2019-01-28,23:00:00,0.001,0.008,1.132,12.77,97.7,134.75,0.435,13.712,0.087,14,0.84,168,0.168,0.672
802,2019-01-29 00:00:00+00:00,2019-01-29,00:00:00,0.029,0.38,1.861,12.77,97.7,152.917,0.42,13.553,0.147,13,0.78,156,0.15600000000000003,0.6240000000000001
803,2019-01-29 01:00:00+00:00,2019-01-29,01:00:00,0.83,11.437,0.114,13.561,97.7,305.417,0.222,14.961,0.008,13,0.78,156,0.15600000000000003,0.6240000000000001
804,2019-01-29 02:00:00+00:00,2019-01-29,02:00:00,0.904,13.195,0.631,14.588,94.98,575.667,0.265,18.385,0.043,14,0.84,168,0.168,0.672
805,2019-01-29 03:00:00+00:00,2019-01-29,03:00:00,0.593,8.63,0.351,14.524,81.735,763.667,0.462,21.22,0.024,18,1.08,216,0.21600000000000003,0.8640000000000001
806,2019-01-29 04:00:00+00:00,2019-01-29,04:00:00,0.333,4.574,0.268,13.729,72.723,999.636,0.427,23.424,0.019,15,0.8999999999999999,180,0.18,0.72
807,2019-01-29 05:00:00+00:00,2019-01-29,05:00:00,0.142,1.953,0.15,13.707,64.78,"1,143.22",0.409,25.349,0.011,13,0.78,156,0.15600000000000003,0.6240000000000001
808,2019-01-29 06:00:00+00:00,2019-01-29,06:00:00,0.069,0.936,0.13,13.675,59.623,"1,141.93",0.423,26.466,0.01,15,0.8999999999999999,180,0.18,0.72
809,2019-01-29 07:00:00+00:00,2019-01-29,07:00:00,0.162,2.205,0.161,13.665,53.495,943.109,0.428,26.383,0.012,13,0.78,156,0.15600000000000003,0.6240000000000001
810,2019-01-29 08:00:00+00:00,2019-01-29,08:00:00,0.167,2.283,0.111,13.638,50.486,762.119,0.453,26.763,0.008,17,1.02,204,0.20400000000000001,0.8160000000000001
811,2019-01-29 09:00:00+00:00,2019-01-29,09:00:00,0.12,1.64,0.11,13.691,55.623,466.5,0.364,26.056,0.008,16,0.96,192,0.192,0.768
812,2019-01-29 10:00:00+00:00,2019-01-29,10:00:00,0.238,3.274,0.051,13.731,61.628,206.667,0.305,24.111,0.004,16,0.96,192,0.192,0.768
813,2019-01-29 11:00:00+00:00,2019-01-29,11:00:00,0.101,1.381,3.693,13.367,71.141,96.339,0.403,20.702,0.283,17,1.02,204,0.20400000000000001,0.8160000000000001
814,2019-01-29 12:00:00+00:00,2019-01-29,12:00:00,0.101,1.381,3.868,13.03,82.38,90,0.439,18.667,0.299,17,1.02,204,0.20400000000000001,0.8160000000000001
815,2019-01-29 13:00:00+00:00,2019-01-29,13:00:00,0.101,1.381,3.867,12.981,88.998,90.417,0.437,17.586,0.3,17,1.02,204,0.20400000000000001,0.8160000000000001
816,2019-01-29 14:00:00+00:00,2019-01-29,14:00:00,0.101,1.381,3.854,12.955,95.455,90,0.435,16.853,0.3,17,1.02,204,0.20400000000000001,0.8160000000000001
817,2019-01-29 15:00:00+00:00,2019-01-29,15:00:00,0.101,1.381,3.841,12.933,97.64,106,0.435,16.405,0.299,13,0.78,156,0.15600000000000003,0.6240000000000001
